Index,Document name,L0,L1,L2,Department,Subcategory,Target name,Target L0,Target L1,Target L2,Document type,Target type
183,GDE-594863,Operational,Production & Disposition,Product Disposition,OPS,GDE,SOP-228762,GxP,Document & Training Management,Personnel & Training Management,GDE,SOP
184,GDE-657314,Operational,Warehousing & Distribution,Distribution management,OPS,GDE,SOP-296529,Operational,Production & Disposition,Product Disposition,GDE,SOP
185,GDE-657314,Operational,Warehousing & Distribution,Distribution management,OPS,GDE,SOP-627745,GxP,Deviation & Change Management,CAPA Management,GDE,SOP
186,GDE-657314,Operational,Warehousing & Distribution,Distribution management,OPS,GDE,SOP-551587,Operational,Production & Disposition,Product Disposition,GDE,SOP
187,GDE-657314,Operational,Warehousing & Distribution,Distribution management,OPS,GDE,MET-215348,GxP,Deviation & Change Management,CAPA Management,GDE,MET
188,GDE-657314,Operational,Warehousing & Distribution,Distribution management,OPS,GDE,SOP-901427,Operational,Production & Disposition,Product Disposition,GDE,SOP
189,GDE-657314,Operational,Warehousing & Distribution,Distribution management,OPS,GDE,SOP-146645,Operational,Production & Disposition,Product Disposition,GDE,SOP
190,GDE-657314,Operational,Warehousing & Distribution,Distribution management,OPS,GDE,SOP-178014,Operational,Production & Disposition,Product Disposition,GDE,SOP
191,GDE-657314,Operational,Warehousing & Distribution,Distribution management,OPS,GDE,SOP-054304,GxP,Product Quality Management,Product Complaint Handling,GDE,SOP
192,GDE-618285,Operational,Qualification & Validation,Equipment Qualification,OPS,GDE,STND-403825,Operational,Qualification & Validation,Equipment Qualification,GDE,STND
193,GDE-618285,Operational,Qualification & Validation,Equipment Qualification,OPS,GDE,STND-163343,GxP,Deviation & Change Management,CAPA Management,GDE,STND
194,GDE-250485,Operational,Warehousing & Distribution,Distribution management,OPS,GDE,SOP-406899,Operational,Warehousing & Distribution,Distribution management,GDE,SOP
195,GDE-250485,Operational,Warehousing & Distribution,Distribution management,OPS,GDE,SOP-537458,Operational,Warehousing & Distribution,Distribution management,GDE,SOP
196,GDE-250485,Operational,Warehousing & Distribution,Distribution management,OPS,GDE,SOP-304622,Operational,Production & Disposition,Identification and Traceability,GDE,SOP
197,GDE-250485,Operational,Warehousing & Distribution,Distribution management,OPS,GDE,SOP-509356,Operational,Warehousing & Distribution,Distribution management,GDE,SOP
198,GDE-729046,GxP,Deviation & Change Management,Change Control,OPS,GDE,MET-529122,Lifecycle,Drug & Device Development,Analytical Method Development,GDE,MET
199,GDE-729046,GxP,Deviation & Change Management,Change Control,OPS,GDE,GDE-789803,Lifecycle,Clinical Programs,Clinical Program Strategy,GDE,GDE
200,GDE-729046,GxP,Deviation & Change Management,Change Control,OPS,GDE,MET-534755,Lifecycle,Drug & Device Development,Analytical Method Development,GDE,MET
201,GDE-729046,GxP,Deviation & Change Management,Change Control,OPS,GDE,MET-428652,GxP,Deviation & Change Management,Change Control,GDE,MET
202,GDE-729046,GxP,Deviation & Change Management,Change Control,OPS,GDE,SOP-489105,Operational,Facility Management,Equipment Calibration,GDE,SOP
203,GDE-729046,GxP,Deviation & Change Management,Change Control,OPS,GDE,MET-621316,Operational,Production & Disposition,Manufacturing Controls,GDE,MET
204,GDE-409439,GxP,Quality Governance,Audits and Inspection Management,OPS,GDE,GDE-430439,GxP,Quality Governance,Audits and Inspection Management,GDE,GDE
205,GDE-409439,GxP,Quality Governance,Audits and Inspection Management,OPS,GDE,SOP-184178,GxP,Product Quality Management,SAE and MDR Reporting,GDE,SOP
206,GDE-409439,GxP,Quality Governance,Audits and Inspection Management,OPS,GDE,GDE-701230,GxP,Quality Governance,Audits and Inspection Management,GDE,GDE
207,GDE-409439,GxP,Quality Governance,Audits and Inspection Management,OPS,GDE,SOP-196200,GxP,Document & Training Management,Personnel & Training Management,GDE,SOP
208,GDE-409439,GxP,Quality Governance,Audits and Inspection Management,OPS,GDE,SOP-432935,GxP,Quality Governance,Audits and Inspection Management,GDE,SOP
209,GDE-409439,GxP,Quality Governance,Audits and Inspection Management,OPS,GDE,SOP-663328,GxP,Quality Governance,Audits and Inspection Management,GDE,SOP
210,GDE-409439,GxP,Quality Governance,Audits and Inspection Management,OPS,GDE,SOP-915352,GxP,Quality Governance,Audits and Inspection Management,GDE,SOP
211,GDE-157412,Operational,Production & Disposition,Product Disposition,OPS,GDE,MET-532088,Operational,Production & Disposition,Product Disposition,GDE,MET
212,GDE-157412,Operational,Production & Disposition,Product Disposition,OPS,GDE,SOP-894996,Operational,Production & Disposition,Packaging Controls,GDE,SOP
213,GDE-476547,Operational,Facility Management,Equipment Calibration,OPS,GDE,SOP-246659,GxP,Quality Risk Management,Product and Process Risk Management,GDE,SOP
214,GDE-752576,Lifecycle,Drug & Device Development,Device Design Controls,OPS,GDE,SOP-632246,Lifecycle,Drug & Device Development,Device Design Controls,GDE,SOP
215,GDE-752576,Lifecycle,Drug & Device Development,Device Design Controls,OPS,GDE,SOP-835422,Lifecycle,Drug & Device Development,Device Design Controls,GDE,SOP
216,GDE-752576,Lifecycle,Drug & Device Development,Device Design Controls,OPS,GDE,SOP-120500,Operational,Qualification & Validation,Equipment Qualification,GDE,SOP
217,GDE-418047,Operational,Supplier Management,Supplier Qualification and Management,OPS,GDE,SOP-516801,Operational,Production & Disposition,Identification and Traceability,GDE,SOP
218,GDE-418047,Operational,Supplier Management,Supplier Qualification and Management,OPS,GDE,SOP-427051,Operational,Qualification & Validation,Equipment Qualification,GDE,SOP
219,GDE-418047,Operational,Supplier Management,Supplier Qualification and Management,OPS,GDE,SOP-186393,GxP,Deviation & Change Management,Change Control,GDE,SOP
220,GDE-418047,Operational,Supplier Management,Supplier Qualification and Management,OPS,GDE,SOP-573675,Operational,Supplier Management,Supplier Qualification and Management,GDE,SOP
221,GDE-418047,Operational,Supplier Management,Supplier Qualification and Management,OPS,GDE,SOP-860522,Operational,Supplier Management,Supplier Qualification and Management,GDE,SOP
222,GDE-418047,Operational,Supplier Management,Supplier Qualification and Management,OPS,GDE,SOP-218368,GxP,Document & Training Management,Document Management,GDE,SOP
223,GDE-418047,Operational,Supplier Management,Supplier Qualification and Management,OPS,GDE,SOP-654882,Operational,Warehousing & Distribution,Distribution management,GDE,SOP
224,GDE-418047,Operational,Supplier Management,Supplier Qualification and Management,OPS,GDE,SOP-774680,GxP,Deviation & Change Management,CAPA Management,GDE,SOP
225,GDE-418047,Operational,Supplier Management,Supplier Qualification and Management,OPS,GDE,SOP-671051,Operational,Warehousing & Distribution,Distribution management,GDE,SOP
226,GDE-418047,Operational,Supplier Management,Supplier Qualification and Management,OPS,GDE,SOP-376962,Operational,Qualification & Validation,Analytical Method Qualification,GDE,SOP
227,GDE-418047,Operational,Supplier Management,Supplier Qualification and Management,OPS,GDE,SOP-760885,Operational,Qualification & Validation,Equipment Qualification,GDE,SOP
228,GDE-189241,GxP,Deviation & Change Management,Non-conformance Management,OPS,GDE,SOP-901427,Operational,Production & Disposition,Product Disposition,GDE,SOP
229,GDE-189241,GxP,Deviation & Change Management,Non-conformance Management,OPS,GDE,SOP-327188,Operational,Facility Management,Equipment Calibration,GDE,SOP
230,GDE-189241,GxP,Deviation & Change Management,Non-conformance Management,OPS,GDE,SOP-141435,Operational,Production & Disposition,Packaging Controls,GDE,SOP
231,GDE-189241,GxP,Deviation & Change Management,Non-conformance Management,OPS,GDE,SOP-067389,Operational,Production & Disposition,Product Disposition,GDE,SOP
232,GDE-189241,GxP,Deviation & Change Management,Non-conformance Management,OPS,GDE,SOP-829800,Operational,Production & Disposition,Product Disposition,GDE,SOP
233,GDE-189241,GxP,Deviation & Change Management,Non-conformance Management,OPS,GDE,SOP-663267,Operational,Production & Disposition,Product Disposition,GDE,SOP
234,GDE-189241,GxP,Deviation & Change Management,Non-conformance Management,OPS,GDE,SOP-808456,Operational,Production & Disposition,Laboratory Controls,GDE,SOP
235,GDE-189241,GxP,Deviation & Change Management,Non-conformance Management,OPS,GDE,SOP-146645,Operational,Production & Disposition,Product Disposition,GDE,SOP
236,GDE-189241,GxP,Deviation & Change Management,Non-conformance Management,OPS,GDE,SOP-167973,Operational,Production & Disposition,Product Disposition,GDE,SOP
237,GDE-189241,GxP,Deviation & Change Management,Non-conformance Management,OPS,GDE,SOP-868241,Lifecycle,Regulatory Management,Labeling,GDE,SOP
238,GDE-189241,GxP,Deviation & Change Management,Non-conformance Management,OPS,GDE,SOP-038419,Operational,Warehousing & Distribution,Distribution management,GDE,SOP
239,GDE-189241,GxP,Deviation & Change Management,Non-conformance Management,OPS,GDE,SOP-687150,Operational,Production & Disposition,Product Disposition,GDE,SOP
240,GDE-189241,GxP,Deviation & Change Management,Non-conformance Management,OPS,GDE,SOP-723545,Operational,Production & Disposition,Laboratory Controls,GDE,SOP
241,GDE-189241,GxP,Deviation & Change Management,Non-conformance Management,OPS,GDE,SOP-923423,Lifecycle,Drug & Device Development,Stability Program Management,GDE,SOP
242,GDE-189241,GxP,Deviation & Change Management,Non-conformance Management,OPS,GDE,SOP-293907,Operational,Warehousing & Distribution,Distribution management,GDE,SOP
243,GDE-189241,GxP,Deviation & Change Management,Non-conformance Management,OPS,GDE,SOP-287213,Operational,Production & Disposition,Product Disposition,GDE,SOP
244,GDE-563361,Operational,Production & Disposition,Identification and Traceability,OPS,GDE,SOP-280637,Operational,Qualification & Validation,Equipment Qualification,GDE,SOP
245,GDE-563361,Operational,Production & Disposition,Identification and Traceability,OPS,GDE,SOP-481259,GxP,Deviation & Change Management,Change Control,GDE,SOP
246,GDE-563361,Operational,Production & Disposition,Identification and Traceability,OPS,GDE,WI-428106,Operational,Warehousing & Distribution,Warehouse management,GDE,WI
247,GDE-563361,Operational,Production & Disposition,Identification and Traceability,OPS,GDE,SOP-654882,Operational,Warehousing & Distribution,Distribution management,GDE,SOP
248,GDE-863204,Operational,Warehousing & Distribution,Warehouse management,OPS,GDE,GDE-563361,Operational,Production & Disposition,Identification and Traceability,GDE,GDE
249,GDE-863204,Operational,Warehousing & Distribution,Warehouse management,OPS,GDE,WI-428106,Operational,Warehousing & Distribution,Warehouse management,GDE,WI
250,GDE-306524,GxP,Quality Governance,Audits and Inspection Management,OPS,GDE,SOP-131631,Lifecycle,Clinical Programs,Informed Consent Form,GDE,SOP
251,GDE-306524,GxP,Quality Governance,Audits and Inspection Management,OPS,GDE,SOP-589427,GxP,Quality Governance,Audits and Inspection Management,GDE,SOP
252,GDE-306524,GxP,Quality Governance,Audits and Inspection Management,OPS,GDE,SOP-915352,GxP,Quality Governance,Audits and Inspection Management,GDE,SOP
253,GDE-570660,GxP,Deviation & Change Management,Management Notification,OPS,GDE,SOP-177667,Operational,Qualification & Validation,Equipment Qualification,GDE,SOP
254,GDE-831323,GxP,Deviation & Change Management,CAPA Management,OPS,GDE,SOP-847553,Operational,Warehousing & Distribution,Distribution management,GDE,SOP
255,GDE-831323,GxP,Deviation & Change Management,CAPA Management,OPS,GDE,SOP-578996,Operational,Warehousing & Distribution,Distribution management,GDE,SOP
256,GDE-831323,GxP,Deviation & Change Management,CAPA Management,OPS,GDE,SOP-293907,Operational,Warehousing & Distribution,Distribution management,GDE,SOP
257,GDE-411275,Operational,Production & Disposition,Manufacturing Controls,OPS,GDE,SOP-716784,Operational,Production & Disposition,Laboratory Controls,GDE,SOP
258,GDE-411275,Operational,Production & Disposition,Manufacturing Controls,OPS,GDE,GDE-655480,GxP,Quality Risk Management,Trending and Analysis,GDE,GDE
259,GDE-730625,Operational,Qualification & Validation,Equipment Qualification,OPS,GDE,SOP-242785,Lifecycle,Drug & Device Development,Packaging Development,GDE,SOP
260,GDE-730625,Operational,Qualification & Validation,Equipment Qualification,OPS,GDE,SOP-925420,Operational,Qualification & Validation,Equipment Qualification,GDE,SOP
261,GDE-730625,Operational,Qualification & Validation,Equipment Qualification,OPS,GDE,SOP-125739,Operational,Production & Disposition,Product Disposition,GDE,SOP
262,GDE-730625,Operational,Qualification & Validation,Equipment Qualification,OPS,GDE,SOP-627745,GxP,Deviation & Change Management,CAPA Management,GDE,SOP
263,GDE-730625,Operational,Qualification & Validation,Equipment Qualification,OPS,GDE,SOP-769696,Operational,Production & Disposition,Manufacturing Controls,GDE,SOP
264,GDE-730625,Operational,Qualification & Validation,Equipment Qualification,OPS,GDE,SOP-370663,Operational,Qualification & Validation,Equipment Qualification,GDE,SOP
265,GDE-730625,Operational,Qualification & Validation,Equipment Qualification,OPS,GDE,SOP-880942,Operational,Warehousing & Distribution,Distribution management,GDE,SOP
266,GDE-730625,Operational,Qualification & Validation,Equipment Qualification,OPS,GDE,SOP-905914,GxP,Deviation & Change Management,Non-conformance Management,GDE,SOP
267,GDE-730625,Operational,Qualification & Validation,Equipment Qualification,OPS,GDE,SOP-530628,Operational,Qualification & Validation,Equipment Qualification,GDE,SOP
268,GDE-730625,Operational,Qualification & Validation,Equipment Qualification,OPS,GDE,SOP-040000,Operational,Qualification & Validation,Equipment Qualification,GDE,SOP
269,GDE-267039,GxP,Product Quality Management,Product Complaint Handling,OPS,GDE,SOP-941751,Operational,Qualification & Validation,Equipment Qualification,GDE,SOP
270,GDE-267039,GxP,Product Quality Management,Product Complaint Handling,OPS,GDE,SOP-162062,GxP,Product Quality Management,Product Complaint Handling,GDE,SOP
271,GDE-267039,GxP,Product Quality Management,Product Complaint Handling,OPS,GDE,SOP-793343,Operational,Facility Management,Equipment Calibration,GDE,SOP
272,GDE-267039,GxP,Product Quality Management,Product Complaint Handling,OPS,GDE,SOP-051323,GxP,Product Quality Management,Product Complaint Handling,GDE,SOP
273,GDE-926332,Lifecycle,Drug & Device Development,Product Lifecycle Management,OPS,GDE,SOP-101263,Lifecycle,Drug & Device Development,Device Design Controls,GDE,SOP
274,GDE-926332,Lifecycle,Drug & Device Development,Product Lifecycle Management,OPS,GDE,SOP-230952,Lifecycle,Regulatory Management,Labeling,GDE,SOP
275,GDE-926332,Lifecycle,Drug & Device Development,Product Lifecycle Management,OPS,GDE,SOP-102737,Operational,Warehousing & Distribution,Distribution management,GDE,SOP
276,GDE-926332,Lifecycle,Drug & Device Development,Product Lifecycle Management,OPS,GDE,SOP-224116,Operational,Warehousing & Distribution,Distribution management,GDE,SOP
277,GDE-042512,Lifecycle,Regulatory Management,Labeling,OPS,GDE,GDE-594998,GxP,Deviation & Change Management,Change Control,GDE,GDE
278,GDE-042512,Lifecycle,Regulatory Management,Labeling,OPS,GDE,GDE-351074,Lifecycle,Clinical Programs,Clinical Program Strategy,GDE,GDE
279,GDE-042512,Lifecycle,Regulatory Management,Labeling,OPS,GDE,SOP-101263,Lifecycle,Drug & Device Development,Device Design Controls,GDE,SOP
280,GDE-042512,Lifecycle,Regulatory Management,Labeling,OPS,GDE,SOP-142667,Lifecycle,Clinical Programs,Database & Biostatistics,GDE,SOP
281,GDE-042512,Lifecycle,Regulatory Management,Labeling,OPS,GDE,GDE-647603,GxP,Deviation & Change Management,Change Control,GDE,GDE
282,GDE-042512,Lifecycle,Regulatory Management,Labeling,OPS,GDE,SOP-230952,Lifecycle,Regulatory Management,Labeling,GDE,SOP
283,GDE-042512,Lifecycle,Regulatory Management,Labeling,OPS,GDE,SOP-436814,Operational,Warehousing & Distribution,Distribution management,GDE,SOP
284,GDE-042512,Lifecycle,Regulatory Management,Labeling,OPS,GDE,GDE-982244,Lifecycle,Regulatory Management,Regulatory Strategy,GDE,GDE
285,GDE-042512,Lifecycle,Regulatory Management,Labeling,OPS,GDE,SOP-973378,Lifecycle,Clinical Programs,Database & Biostatistics,GDE,SOP
286,GDE-042512,Lifecycle,Regulatory Management,Labeling,OPS,GDE,SOP-476053,Operational,Warehousing & Distribution,Distribution management,GDE,SOP
287,GDE-042512,Lifecycle,Regulatory Management,Labeling,OPS,GDE,SOP-245149,Lifecycle,Clinical Programs,Clinical Program Strategy,GDE,SOP
288,GDE-351526,GxP,Deviation & Change Management,Change Control,OPS,GDE,SOP-913520,Operational,Production & Disposition,Product Disposition,GDE,SOP
289,GDE-351526,GxP,Deviation & Change Management,Change Control,OPS,GDE,SOP-101263,Lifecycle,Drug & Device Development,Device Design Controls,GDE,SOP
290,GDE-351526,GxP,Deviation & Change Management,Change Control,OPS,GDE,SOP-829308,Operational,Supplier Management,Supplier Qualification and Management,GDE,SOP
291,GDE-351526,GxP,Deviation & Change Management,Change Control,OPS,GDE,GDE-403659,Operational,Supplier Management,Supplier Qualification and Management,GDE,GDE
292,GDE-351526,GxP,Deviation & Change Management,Change Control,OPS,GDE,SOP-543951,Operational,Supplier Management,Supplier Qualification and Management,GDE,SOP
293,GDE-776856,Operational,Supplier Management,Supplier Qualification and Management,OPS,GDE,SOP-196827,Lifecycle,Drug & Device Development,Device Design Controls,GDE,SOP
294,GDE-776856,Operational,Supplier Management,Supplier Qualification and Management,OPS,GDE,SOP-573675,Operational,Supplier Management,Supplier Qualification and Management,GDE,SOP
295,GDE-776856,Operational,Supplier Management,Supplier Qualification and Management,OPS,GDE,GDE-383114,Operational,Warehousing & Distribution,Distribution management,GDE,GDE
296,GDE-776856,Operational,Supplier Management,Supplier Qualification and Management,OPS,GDE,SOP-474155,Lifecycle,Drug & Device Development,Packaging Development,GDE,SOP
297,GDE-776856,Operational,Supplier Management,Supplier Qualification and Management,OPS,GDE,SOP-233501,GxP,Quality Governance,Audits and Inspection Management,GDE,SOP
298,GDE-408824,GxP,Quality Governance,Audits and Inspection Management,OPS,GDE,SOP-953110,GxP,Document & Training Management,Document Management,GDE,SOP
299,GDE-408824,GxP,Quality Governance,Audits and Inspection Management,OPS,GDE,POL-596281,Business Compliance and Legal,Patient Safety and Ethics,Ethics and Corporate Behavior,GDE,POL
300,GDE-408824,GxP,Quality Governance,Audits and Inspection Management,OPS,GDE,SOP-627745,GxP,Deviation & Change Management,CAPA Management,GDE,SOP
301,GDE-408824,GxP,Quality Governance,Audits and Inspection Management,OPS,GDE,SOP-664144,GxP,Quality Governance,Management Reviews,GDE,SOP
302,GDE-408824,GxP,Quality Governance,Audits and Inspection Management,OPS,GDE,SOP-932128,GxP,Quality Governance,Data Integrity,GDE,SOP
303,GDE-408824,GxP,Quality Governance,Audits and Inspection Management,OPS,GDE,SOP-716147,GxP,Quality Risk Management,Product and Process Risk Management,GDE,SOP
304,GDE-408824,GxP,Quality Governance,Audits and Inspection Management,OPS,GDE,SOP-616648,GxP,Document & Training Management,Document Management,GDE,SOP
305,GDE-408824,GxP,Quality Governance,Audits and Inspection Management,OPS,GDE,SOP-663328,GxP,Quality Governance,Audits and Inspection Management,GDE,SOP
306,GDE-408824,GxP,Quality Governance,Audits and Inspection Management,OPS,GDE,POL-334614,Business Compliance and Legal,Data Protection and Records,Data Privacy,GDE,POL
307,GDE-408824,GxP,Quality Governance,Audits and Inspection Management,OPS,GDE,SOP-433637,GxP,Deviation & Change Management,Non-conformance Management,GDE,SOP
308,GDE-408824,GxP,Quality Governance,Audits and Inspection Management,OPS,GDE,GDE-580485,GxP,Quality Governance,Audits and Inspection Management,GDE,GDE
309,GDE-360721,GxP,Quality Governance,Regulatory Surveillance,OPS,GDE,SOP-293692,Operational,Facility Management,Equipment Calibration,GDE,SOP
310,GDE-231759,GxP,Document & Training Management,Document Management,OPS,GDE,SOP-210951,GxP,Deviation & Change Management,CAPA Management,GDE,SOP
311,GDE-231759,GxP,Document & Training Management,Document Management,OPS,GDE,SOP-167709,GxP,Deviation & Change Management,CAPA Management,GDE,SOP
312,GDE-231759,GxP,Document & Training Management,Document Management,OPS,GDE,SOP-627745,GxP,Deviation & Change Management,CAPA Management,GDE,SOP
313,GDE-231759,GxP,Document & Training Management,Document Management,OPS,GDE,SOP-207300,Lifecycle,Drug & Device Development,Stability Program Management,GDE,SOP
314,GDE-231759,GxP,Document & Training Management,Document Management,OPS,GDE,SOP-923423,Lifecycle,Drug & Device Development,Stability Program Management,GDE,SOP
315,GDE-231759,GxP,Document & Training Management,Document Management,OPS,GDE,SOP-092722,IT Supporting Business Functions,R&D,Quality,GDE,SOP
316,GDE-231759,GxP,Document & Training Management,Document Management,OPS,GDE,SOP-669073,GxP,Document & Training Management,Records Management,GDE,SOP
317,GDE-231759,GxP,Document & Training Management,Document Management,OPS,GDE,GDE-042247,Operational,Warehousing & Distribution,Distribution management,GDE,GDE
318,GDE-231759,GxP,Document & Training Management,Document Management,OPS,GDE,SOP-163481,GxP,Document & Training Management,Document Management,GDE,SOP
319,GDE-114757,Lifecycle,Clinical Programs,Study & Site Management,OPS,GDE,GDE-427107,Lifecycle,Clinical Programs,Clinical Trials Materials / IMP,GDE,GDE
320,GDE-114757,Lifecycle,Clinical Programs,Study & Site Management,OPS,GDE,SOP-769696,Operational,Production & Disposition,Manufacturing Controls,GDE,SOP
321,GDE-114757,Lifecycle,Clinical Programs,Study & Site Management,OPS,GDE,SOP-906540,Lifecycle,Clinical Programs,Study & Site Management,GDE,SOP
322,GDE-114757,Lifecycle,Clinical Programs,Study & Site Management,OPS,GDE,SOP-534056,Lifecycle,Clinical Programs,Database & Biostatistics,GDE,SOP
323,GDE-114757,Lifecycle,Clinical Programs,Study & Site Management,OPS,GDE,WI-628578,GxP,Document & Training Management,Personnel & Training Management,GDE,WI
324,GDE-383114,Operational,Warehousing & Distribution,Distribution management,OPS,GDE,SOP-456946,Operational,Supplier Management,Supplier Qualification and Management,GDE,SOP
325,GDE-383114,Operational,Warehousing & Distribution,Distribution management,OPS,GDE,SOP-427051,Operational,Qualification & Validation,Equipment Qualification,GDE,SOP
326,GDE-383114,Operational,Warehousing & Distribution,Distribution management,OPS,GDE,GDE-303041,Operational,Supplier Management,Supplier Qualification and Management,GDE,GDE
327,GDE-383114,Operational,Warehousing & Distribution,Distribution management,OPS,GDE,STND-348719,Operational,Supplier Management,Supplier Qualification and Management,GDE,STND
328,GDE-383114,Operational,Warehousing & Distribution,Distribution management,OPS,GDE,SOP-474155,Lifecycle,Drug & Device Development,Packaging Development,GDE,SOP
329,GDE-383114,Operational,Warehousing & Distribution,Distribution management,OPS,GDE,GDE-117809,Lifecycle,Drug & Device Development,Product Lifecycle Management,GDE,GDE
330,GDE-383114,Operational,Warehousing & Distribution,Distribution management,OPS,GDE,SOP-490498,Operational,Supplier Management,Supplier Qualification and Management,GDE,SOP
331,GDE-383114,Operational,Warehousing & Distribution,Distribution management,OPS,GDE,SOP-293907,Operational,Warehousing & Distribution,Distribution management,GDE,SOP
332,GDE-405944,Lifecycle,Clinical Programs,Database & Biostatistics,OPS,GDE,SOP-591053,Operational,Production & Disposition,Product Disposition,GDE,SOP
333,GDE-405944,Lifecycle,Clinical Programs,Database & Biostatistics,OPS,GDE,GDE-279915,Lifecycle,Clinical Programs,Database & Biostatistics,GDE,GDE
334,GDE-021907,Lifecycle,Regulatory Management,Labeling,OPS,GDE,SOP-800561,Lifecycle,Regulatory Management,Regulatory Strategy,GDE,SOP
335,GDE-021907,Lifecycle,Regulatory Management,Labeling,OPS,GDE,SOP-381322,Operational,Production & Disposition,Product Disposition,GDE,SOP
336,GDE-021907,Lifecycle,Regulatory Management,Labeling,OPS,GDE,SOP-503587,Operational,Warehousing & Distribution,Distribution management,GDE,SOP
337,GDE-945803,Lifecycle,Clinical Programs,Study & Site Management,OPS,GDE,SOP-929796,GxP,Deviation & Change Management,CAPA Management,GDE,SOP
338,GDE-945803,Lifecycle,Clinical Programs,Study & Site Management,OPS,GDE,SOP-299231,GxP,Deviation & Change Management,CAPA Management,GDE,SOP
339,GDE-077194,Operational,Qualification & Validation,Analytical Method Qualification,OPS,GDE,SOP-519027,Operational,Production & Disposition,Laboratory Controls,GDE,SOP
340,GDE-077194,Operational,Qualification & Validation,Analytical Method Qualification,OPS,GDE,SOP-954173,Operational,Production & Disposition,Product Disposition,GDE,SOP
341,GDE-077194,Operational,Qualification & Validation,Analytical Method Qualification,OPS,GDE,MET-197543,Operational,Production & Disposition,Laboratory Controls,GDE,MET
342,GDE-077194,Operational,Qualification & Validation,Analytical Method Qualification,OPS,GDE,MET-067386,Lifecycle,Drug & Device Development,Device Design Controls,GDE,MET
343,GDE-559513,Operational,Qualification & Validation,Analytical Method Qualification,OPS,GDE,SOP-219762,Operational,Production & Disposition,Manufacturing Controls,GDE,SOP
344,GDE-559513,Operational,Qualification & Validation,Analytical Method Qualification,OPS,GDE,SOP-381182,Operational,Production & Disposition,Manufacturing Controls,GDE,SOP
345,GDE-559513,Operational,Qualification & Validation,Analytical Method Qualification,OPS,GDE,MET-359722,Operational,Production & Disposition,Laboratory Controls,GDE,MET
346,GDE-559513,Operational,Qualification & Validation,Analytical Method Qualification,OPS,GDE,MET-501506,Operational,Production & Disposition,Laboratory Controls,GDE,MET
347,GDE-559513,Operational,Qualification & Validation,Analytical Method Qualification,OPS,GDE,GDE-827967,Operational,Production & Disposition,Laboratory Controls,GDE,GDE
348,GDE-559513,Operational,Qualification & Validation,Analytical Method Qualification,OPS,GDE,SOP-953110,GxP,Document & Training Management,Document Management,GDE,SOP
349,GDE-559513,Operational,Qualification & Validation,Analytical Method Qualification,OPS,GDE,MET-260687,Operational,Production & Disposition,Laboratory Controls,GDE,MET
350,GDE-559513,Operational,Qualification & Validation,Analytical Method Qualification,OPS,GDE,SOP-467744,Operational,Production & Disposition,Laboratory Controls,GDE,SOP
351,GDE-559513,Operational,Qualification & Validation,Analytical Method Qualification,OPS,GDE,GDE-923758,Operational,Production & Disposition,Laboratory Controls,GDE,GDE
352,GDE-559513,Operational,Qualification & Validation,Analytical Method Qualification,OPS,GDE,SOP-852868,Operational,Qualification & Validation,Process Qualification,GDE,SOP
353,GDE-559513,Operational,Qualification & Validation,Analytical Method Qualification,OPS,GDE,SOP-217531,Operational,Qualification & Validation,Analytical Method Qualification,GDE,SOP
354,GDE-559513,Operational,Qualification & Validation,Analytical Method Qualification,OPS,GDE,SOP-648335,Lifecycle,Drug & Device Development,Drug Product / Substance Development,GDE,SOP
355,GDE-559513,Operational,Qualification & Validation,Analytical Method Qualification,OPS,GDE,SOP-497896,Operational,Qualification & Validation,Equipment Qualification,GDE,SOP
356,GDE-559513,Operational,Qualification & Validation,Analytical Method Qualification,OPS,GDE,SOP-930972,GxP,Deviation & Change Management,CAPA Management,GDE,SOP
357,GDE-309733,Operational,Qualification & Validation,Equipment Qualification,OPS,GDE,SOP-860447,Operational,Supplier Management,Supplier Qualification and Management,GDE,SOP
358,GDE-965878,Operational,Production & Disposition,Packaging Controls,OPS,GDE,SOP-226817,Operational,Production & Disposition,Packaging Controls,GDE,SOP
359,GDE-407134,Operational,Qualification & Validation,Analytical Method Qualification,OPS,GDE,MET-243635,Operational,Production & Disposition,Laboratory Controls,GDE,MET
360,GDE-407134,Operational,Qualification & Validation,Analytical Method Qualification,OPS,GDE,MET-111804,Operational,Production & Disposition,Laboratory Controls,GDE,MET
361,GDE-421982,Lifecycle,Drug & Device Development,Product Lifecycle Management,OPS,GDE,SOP-539590,Lifecycle,Drug & Device Development,Product Lifecycle Management,GDE,SOP
362,GDE-421982,Lifecycle,Drug & Device Development,Product Lifecycle Management,OPS,GDE,GDE-909114,Operational,Qualification & Validation,Equipment Qualification,GDE,GDE
363,GDE-653432,Operational,Warehousing & Distribution,Installation and Service,OPS,GDE,SOP-177667,Operational,Qualification & Validation,Equipment Qualification,GDE,SOP
364,GDE-007207,GxP,Document & Training Management,Personnel & Training Management,OPS,GDE,SOP-008900,GxP,Document & Training Management,Personnel & Training Management,GDE,SOP
365,GDE-007207,GxP,Document & Training Management,Personnel & Training Management,OPS,GDE,GDE-916401,GxP,Document & Training Management,Personnel & Training Management,GDE,GDE
366,GDE-007207,GxP,Document & Training Management,Personnel & Training Management,OPS,GDE,GDE-470071,GxP,Document & Training Management,Personnel & Training Management,GDE,GDE
367,GDE-087867,Operational,Warehousing & Distribution,Warehouse management,OPS,GDE,SPEC-609578,IT Supporting Business Functions,Enterprise Support,Strategy and Resource Planning,GDE,SPEC
